"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","degree.layout","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"5.377260981912145","0.0","0.18596828447861605","0.0","1","1","8","false","RP11-38M8.1","6.0","0","1","0","0.8848089215286278","false","0","RP11-38M8.1","0","0.0","lncRNA"
"6.204134366925064","0.0","0.16118284048313203","0.0","1","1","8","false","SPACA6P","3.0","0","1","0","0.8630490956072352","false","0","SPACA6P","0","0.0","lncRNA"
"5.27390180878553","0.0","0.18961293483586478","0.0","1","1","8","false","RP11-278A23.4","13.0","0","1","0","0.8875288997688018","false","0","RP11-278A23.4","0","0.0","lncRNA"
"5.41343669250646","0.0","0.18472553699284008","0.0","1","1","8","false","NNT-AS1","11.0","0","1","0","0.8838569291445669","false","0","NNT-AS1","0","0.0","lncRNA"
"4.834625322997416","0.0","0.20684126135756278","0.0","1","1","8","false","RP5-1142A6.2","15.0","0","1","0","0.8990888072895417","false","0","RP5-1142A6.2","0","0.0","lncRNA"
"5.258397932816537","0.0","0.19017199017199019","0.0","1","1","8","false","RP11-469N6.1","6.0","0","1","0","0.887936896504828","false","0","RP11-469N6.1","0","0.0","lncRNA"
"4.834625322997416","0.0","0.20684126135756278","0.0","1","1","8","false","H19","15.0","0","1","0","0.8990888072895417","false","0","H19","0","0.0","lncRNA"
"5.0671834625323","0.0","0.19734829168791435","0.0","1","1","7","false","RP11-34P13.7","4.0","0","1","0","0.89296885624915","false","0","RP11-34P13.7","0","0.0","lncRNA"
"4.917312661498708","0.0032821214711614916","0.20336311087756173","0.0","2","2","8","false","LINC00662","16.0","0","2","0","0.8969128246974025","false","0","LINC00662","4956","0.5172413793103449","lncRNA"
"5.108527131782946","0.0","0.19575113808801214","0.0","1","1","8","false","RP11-142C4.6","19.0","0","1","0","0.8918808649530803","false","0","RP11-142C4.6","0","0.0","lncRNA"
"3.9819121447028425","0.004227530749731952","0.25113562621674235","0.0","3","3","6","false","RP11-186N15.3","15.0","0","3","0","0.9215286277709779","false","0","RP11-186N15.3","11650","0.4117647058823529","lncRNA"
"4.638242894056847","0.0","0.21559888579387188","0.0","1","1","8","false","RP11-14P20.1","11.0","0","1","0","0.9042567659458726","false","0","RP11-14P20.1","0","0.0","lncRNA"
"5.335917312661499","0.0","0.187409200968523","0.0","1","1","8","false","MZF1-AS1","6.0","0","1","0","0.8858969128246974","false","0","MZF1-AS1","0","0.0","lncRNA"
"4.989664082687338","0.0","0.20041429311237702","0.0","1","1","8","false","LINC00588","10.0","0","1","0","0.8950088399292805","false","0","LINC00588","0","0.0","lncRNA"
"5.335917312661499","0.0","0.187409200968523","0.0","1","1","8","false","CTD-2553C6.1","6.0","0","1","0","0.8858969128246974","false","0","CTD-2553C6.1","0","0.0","lncRNA"
"4.834625322997416","0.0","0.20684126135756278","0.0","1","1","8","false","LINC00969","15.0","0","1","0","0.8990888072895417","false","0","LINC00969","0","0.0","lncRNA"
"4.416020671834626","0.0","0.22644821533060266","0.0","1","1","6","false","TMEM191A","21.0","0","1","0","0.9101047191622468","false","0","TMEM191A","0","0.0","lncRNA"
"5.377260981912145","0.0","0.18596828447861605","0.0","1","1","8","false","AC015849.13","6.0","0","1","0","0.8848089215286278","false","0","AC015849.13","0","0.0","lncRNA"
"4.638242894056847","0.0","0.21559888579387188","0.0","1","1","8","false","SRRM2-AS1","11.0","0","1","0","0.9042567659458726","false","0","SRRM2-AS1","0","0.0","lncRNA"
"4.989664082687338","0.0","0.20041429311237702","0.0","1","1","8","false","SFTPD-AS1","17.0","0","1","0","0.8950088399292805","false","0","SFTPD-AS1","0","0.0","lncRNA"
"6.338501291989664","0.0","0.15776600081532816","0.0","1","1","8","false","RP13-143G15.4","3.0","0","1","0","0.8595131238950088","false","0","RP13-143G15.4","0","0.0","lncRNA"
"4.989664082687338","0.0","0.20041429311237702","0.0","1","1","8","false","KCNQ1OT1","10.0","0","1","0","0.8950088399292805","false","0","KCNQ1OT1","0","0.0","lncRNA"
"4.989664082687338","0.0","0.20041429311237702","0.0","1","1","8","false","RP11-22A3.2","17.0","0","1","0","0.8950088399292805","false","0","RP11-22A3.2","0","0.0","lncRNA"
"4.426356589147287","0.0","0.22591943957968477","0.0","1","1","8","false","RP11-159D12.10","14.0","0","1","0","0.9098327213382292","false","0","RP11-159D12.10","0","0.0","lncRNA"
"4.529715762273902","6.845515056845118E-4","0.22076440387906443","0.0","2","2","6","false","RP11-223P11.3","4.0","0","2","0","0.9071127430980552","false","0","RP11-223P11.3","1176","0.5","lncRNA"
"4.416020671834626","0.0","0.22644821533060266","0.0","1","1","6","false","RP11-153F5.7","21.0","0","1","0","0.9101047191622468","false","0","RP11-153F5.7","0","0.0","lncRNA"
"4.416020671834626","0.0","0.22644821533060266","0.0","1","1","6","false","CTA-315H11.2","21.0","0","1","0","0.9101047191622468","false","0","CTA-315H11.2","0","0.0","lncRNA"
"5.27390180878553","0.0","0.18961293483586478","0.0","1","1","8","false","VPS9D1-AS1","13.0","0","1","0","0.8875288997688018","false","0","VPS9D1-AS1","0","0.0","lncRNA"
"4.1576227390180875","0.00920575225180964","0.2405220633934121","0.0","3","3","6","false","FAM95B1","9.666666666666666","0","3","0","0.916904664762682","false","0","FAM95B1","12762","0.3333333333333333","lncRNA"
"4.984496124031008","0.0","0.2006220839813375","0.0","1","1","7","false","ST20-AS1","8.0","0","1","0","0.8951448388412891","false","0","ST20-AS1","0","0.0","lncRNA"
"4.426356589147287","0.0","0.22591943957968477","0.0","1","1","8","false","CTA-280A3.2","14.0","0","1","0","0.9098327213382292","false","0","CTA-280A3.2","0","0.0","lncRNA"
"4.989664082687338","0.0","0.20041429311237702","0.0","1","1","8","false","RP11-154D6.1","17.0","0","1","0","0.8950088399292805","false","0","RP11-154D6.1","0","0.0","lncRNA"
"5.025839793281654","0.0","0.19897172236503854","0.0","1","1","7","false","RP5-902P8.10","6.0","0","1","0","0.8940568475452196","false","0","RP5-902P8.10","0","0.0","lncRNA"
"5.8062015503875966","0.0","0.17222963951935916","0.0","1","1","8","false","RP11-130L8.1","7.0","0","1","0","0.8735210118319053","false","0","RP11-130L8.1","0","0.0","lncRNA"
"4.834625322997416","0.0","0.20684126135756278","0.0","1","1","8","false","RP11-867G23.4","15.0","0","1","0","0.8990888072895417","false","0","RP11-867G23.4","0","0.0","lncRNA"
"4.989664082687338","0.0","0.20041429311237702","0.0","1","1","8","false","CTD-2006K23.1","10.0","0","1","0","0.8950088399292805","false","0","CTD-2006K23.1","0","0.0","lncRNA"
"4.333333333333333","0.0","0.23076923076923078","0.0","1","1","6","false","AC011718.2","4.0","0","1","0","0.9122807017543859","false","0","AC011718.2","0","0.0","lncRNA"
"5.108527131782946","0.0","0.19575113808801214","0.0","1","1","8","false","LINC00905","19.0","0","1","0","0.8918808649530803","false","0","LINC00905","0","0.0","lncRNA"
"5.108527131782946","0.0","0.19575113808801214","0.0","1","1","8","false","CTD-2330K9.2","19.0","0","1","0","0.8918808649530803","false","0","CTD-2330K9.2","0","0.0","lncRNA"
"5.263565891472868","0.0","0.18998527245949928","0.0","1","1","8","false","AC016682.1","3.0","0","1","0","0.8878008975928193","false","0","AC016682.1","0","0.0","lncRNA"
"5.025839793281654","0.0","0.19897172236503854","0.0","1","1","7","false","TMEM191C","6.0","0","1","0","0.8940568475452196","false","0","TMEM191C","0","0.0","lncRNA"
"4.989664082687338","0.0","0.20041429311237702","0.0","1","1","8","false","DYX1C1-CCPG1","17.0","0","1","0","0.8950088399292805","false","0","DYX1C1-CCPG1","0","0.0","lncRNA"
"4.834625322997416","0.0","0.20684126135756278","0.0","1","1","8","false","RP11-680F20.6","15.0","0","1","0","0.8990888072895417","false","0","RP11-680F20.6","0","0.0","lncRNA"
"5.335917312661499","0.0","0.187409200968523","0.0","1","1","8","false","AC005330.2","6.0","0","1","0","0.8858969128246974","false","0","AC005330.2","0","0.0","lncRNA"
"5.310077519379845","0.0","0.18832116788321168","0.0","1","1","8","false","RP11-369C8.1","3.0","0","1","0","0.8865769073847409","false","0","RP11-369C8.1","0","0.0","lncRNA"
"5.108527131782946","0.0","0.19575113808801214","0.0","1","1","8","false","CH507-216K13.2","19.0","0","1","0","0.8918808649530803","false","0","CH507-216K13.2","0","0.0","lncRNA"
"5.5633074935400515","0.0","0.17974918718067812","0.0","1","1","8","false","RP11-164O23.8","3.0","0","1","0","0.8799129606963144","false","0","RP11-164O23.8","0","0.0","lncRNA"
"5.310077519379845","0.0","0.18832116788321168","0.0","1","1","8","false","LINC01106","3.0","0","1","0","0.8865769073847409","false","0","LINC01106","0","0.0","lncRNA"
"6.204134366925064","0.0","0.16118284048313203","0.0","1","1","8","false","LINC00632","3.0","0","1","0","0.8630490956072352","false","0","LINC00632","0","0.0","lncRNA"
"4.426356589147287","0.0","0.22591943957968477","0.0","1","1","8","false","RP11-269G24.6","14.0","0","1","0","0.9098327213382292","false","0","RP11-269G24.6","0","0.0","lncRNA"
"4.989664082687338","0.0","0.20041429311237702","0.0","1","1","8","false","LINC00613","17.0","0","1","0","0.8950088399292805","false","0","LINC00613","0","0.0","lncRNA"
